"id","review","review_rating"
284,"You are better off spending the extra money to buy a better sippy cup. These leak like crazy and the lids are a hassle to put together. I recommend NUK Large Learner Cup, 10 Ounce.",1
285,"I originally had purchased the ergobaby carrier and then purchased the extra infant insert. I could not figure out the infant insert - it was hard to figure out how to position our babies legs and we ended up not using it - it seemed like my baby didn't like being in that carrier.I then purchased the baby bjorn carrier and it was such a difference. It has the head/neck support built in for the early months which is great, so no extra piece to buy. The carrier itself is supper easy to use as well and wasn't hard at all to figure out.Another thing I like about this over the ergobaby carrier is that the babies legs can hang straight down vs wrapping around you. Our baby prefers his legs to be straight down and when he was younger he couldn't spread his legs far enough to use the ergo. This carrier is great to use early on and later as well.Another difference is you can face your baby out or towards you, in the ergo you could only face him towards you. That's good for early on but eventually you want your baby to face out and see what's happening around them easier.We got the mesh one so it's lightweight and breathable - I've heard people complain carriers can get so hot especially because your baby adds warmth so anything you can do to prevent too much heat is great.The only feature I miss from the ergo carrier is the storage. there were some pouches with zippers that I could put my keys or phone in if going on a walk. You can't really wear a purse so that was a nice feature. It also had a hood that came out to protect your baby from wind or sun. But they positives about this carrier far outweigh those small features I liked so I am very happy with this product.",5
286,"I have tried about 20 different sippy cups for my 2 year old. I love the fact that this one has no rubber pieces to wash! The only downside is it's a but harder to suck out of. My daughter seems to do ok with it, but she can't drink very quickly for sure. I tried it out myself. After about a month the lids are already getting some wear. Granted they get dropped and tossed around a bit.",4
287,"I'm on my third child and these are my go to. They don't leak, they're very durable. No extra parts, easy to clean. Very cute styles and best of all, I can interchange the lids. Love em.",5
288,"had these for my daughter when she was born and they were the best baby item we received. still same high quality 2 years later. washed very well. true to size.",5
289,"Soft and snuggly, but I wish we had gotten the toddler size so there would be more room to grow. The baby size is not going to last us for more than one winter.",4
290,"We got this to keep for going on picnics or sitting in the grass or sand.  It is easy to store and the blanket wipes off easily.",5
291,"Light, attractive, soft, and highly portable, this blanket has gone to most of our outdoor activities and has held up well. However, when wet, it soaks up water like a disposable diaper and transforms into a heavy, soggy, dripping mess. A waterproof PUL inner would be a great way to solve this issue. Otherwise, we love it.",4
292,"Excellent blanket, I used it to change my baby daughter's contact lens, so I if it fell off I would  see it, not the usual use I know, but now that she is older I will start using it for picnics and it is still in great shape.",5
293,"We have a spare bedroom off of our living room. When my son outgrew the changing table on his pack-n-play, I bought this to drape over the spare bedroom quilt to do changes. It works like a charm. I never have to worry about making a mess on the comforter, and I can easily pack up the blanket when we have company staying in that room.",4
294,"This is perfect for camping. I keep it in our camper and toss it out on the ground with toys for outside play. It's rugged but not rough, it cleans off easily and is heavy enough to stay down in the wind. Best part, it folds up as it's supposed to. I HATE when something like this doesn't go back into the shape or container it is supposed to go in. This folds easy and always to the correct size for the velcro to attach. GREAT purchase and definitely something I'd consider giving as a shower gift.",5
295,"This blanket is very durable, attractive, and folds neatly into a tote-sized package with carrying strap. Plus, you can sit on damp grass without getting your backside wet. I've also washed it several times in the washing machine, and it always comes out looking great. Great to keep in the back of the car for outings to the park or beach.",5
296,"This is great for moms in NYC! It allows you to be ready to picnic whenever necessary. It's waterproof, and easy to clean. I love it! It's also very easy to fold up. I keep it in my stroller at all times.",5
297,"Cute. Bigger then I thought. Works well for the price. Hopefully the plastic is more durable then it looks, hasn't broken yet. Baby is comfy in it. I dig the included toys too.",4
298,"Love these nipples because they are a great shape and size.  I love that they have slow, medium, fast instead of just slow and fast.  One note on these is I normally hand wash but decided to put them in the dishwasher once because I thought it would be good to give them that high heat sanitation.  The dishwasher turned them this awful yellowish brown color.  So I don't recommend putting them in the dishwasher.  Otherwise a great product.",5
299,"My daughter had trouble taking a bottle at around 2-3 months. We tried every single suggested bottle out there including the silicone nipples that came with the drop ins. I ordered these latex ones and she finally took the bottle! This is her preferred nipple now. After about 1-2 months they don't show any wear yet. I've heard latex needs to be replaced more frequently but I haven't noticed it yet.",5
300,"At first, we wondered why we would ever need 12 bottles, but after pumping, we saw that it was a good packaging choice by Medela. These are easy to carry out and easy to store. They're also easier to wrangle when you're first learning to bottlefeed a baby with your other arm full. These are compatible with the Medela nipple collars for the larger Medela bottles.",5
301,"How I wish my pump had come with some of these! When you first start pumping you are not going to produce very much in each pumping session. Pumping into the large 5oz bottles that came with my pump was soooo discouraging! I got only a smidgen, barely enough to cover the bottom of the bottle, and I certainly couldn't accurately measure it when it didn't get anywhere near the first markings! It absolutely caused me additional stress, which just makes pumping harder! As soon as I got these I started to feel like I could do this, that same smidgen was actually measurable, worth saving, worth the discomfort of pumping! Then from a smidgen you eventually get half a bottle! Wahoo! In the standard bottle that's not even a quarter full, but in these it's half, yes! Then comes the day when you fill it to the top, you're wondering if you can stop mid pump and put on a new bottle. What an awesome feeling!Even if you never use these to store or feed, they are absolutely worth it as a confidence builder for beginning pumping.",5
302,"Great additional stroller for tandem ride. An excellent sturdy build that fits both our newborn and our larger 4 year old. Pushes with easy and is very configurable for future use. A great product overall!",5
303,"I love everything about this stroller. The quality, color, ease of use and design. It's perfect to wheel my grandchildren around in.",5
304,"I have been watching these on amazon for a long time and comparing tandem strollers.  I really like this stroller.  I have a 9 month old and a 5 year you.  My 5 year old is 43 lbs.  He doesn't sit in the back that much but when we are on long walks or at an event when he is walking a lot it is nice for him to have a place to sit.  He is a bit big for it but it gets the job done.  The 9 month old fits nicely in the front.  I like how upright he sits.  The stroller comes with an attachment for an infant car seat.  I attached it and my chicco car seat fit nicely.  I never went for a walk with it because my son is huge and in a regular car seat now.  I am 5'2&#34; and would like the handle to be a bit lower.  Folds up nicely, not the lightest stroller at 27 lbs.  Assembly is easy, I had to send the first one back because it had a defect, Joovy customer service was awesome and I got the new stroller within a few days.",4
305,"Keeps the Grand baby in whatever room she's in. Easy to adjust and move, as long as you are an adult.",5
306,"Just what I needed to keep baby brother out of sisters room. Needs to go in a place that u don't have to take down a lot. Sometimes a bit hard to get back into place. Very sturdy.",5
307,"This is nothing against Amazon, but more so against Medela - I really wish you could have the choice of which size you get when you initially get the breastpump.  It's almost discriminatory against women with smaller or larger nipples!  I just had to order different sizes to find the right size.",4
308,"After reading the manual that came with my pump (several months after using it), I realized that the standard 24mm breast shield might be a bit large for me since a good portion of my areola was being sucked in. After receiving these and opening the package, I seriously thought they sent me the same 24mm size. But no, it said 21mm. They look pretty much the same. These have a slightly shorter shaft and very subtle smaller opening. I guess that's why it's measured in mm. After using the smaller size for a while I can't see any difference. My milk production is exactly the same and it feels exactly the same. I tried the old size again to make sure I'm not making this up. I'm sure others will have a different experience. All shapes and sizes! :)",3
309,"Love these! They are easy to clean and are so much more comfortable and effective than the soft ones. I'll never go back.",5
310,"Pumping is the pits if you don't have enough extra sets of pumping equipment. I have found that having three sets of pumping necessities is perfect. I have one for the daytime at work, one for that evening (I pump at about midnight), and one ready to go in my bag for the next day. These are Medela brand, came in Medela packaging, fit snugly for good suction.",5
311,"These things are great at work when I don't want to do a complete wash of all my parts after each pumping session.  They do a wonderful job and I just keep a big stash in my pump bag. My only regret is that they're so expensive.",4
312,"I have had this potty seat for 8 yrs.  have had to replace a couple but SOOO safe for your child to use on their own!  Very stable and soft for little tushies.  Have purchased for shower gifts..  no more worries about separate seat and stool slipping etc etc...",5
313,"First of all, this thing is unnecessarily enormous.  Product did not stick to the tile, as advertised.  Directions advise screwing it into the grout.  After returning this, I found a normal-sized acrylic storage bin that holds all the toys and suctions to the tile for 1/2 the cost.  Search amazon for (ASIN: B000KKN0U2) to see a great alternative for bath tub toy storage.",1
314,"My son is starting solids and the cloth bibs no longer will do to keep up the mess. This is perfect and very easy to clean! Highly recommend!",5
315,"Why didn't I know about this before?! My son is 19 months old now and since he is feeding himself now, food was getting everywhere. I got this bib about a week ago, and it has worked so amazingly well! It catches everything! Literally, his clothes and booster seat are completely clean, with the exception of a crumb or two. And the best part is that you only need one per child. I just rinse it out after meals with some soapy water and boom, it's ready to be used again. Love this thing!",5
316,"Best pocket bibs out there... the pocket really catches spills and food which means that my floors and the dog don't get as much (sorry dog).  I really like that these are rigid and easy to clean or toss in the dishwasher.",5
317,"I just wish it was softer... My son keeps wanting to take it out and make a lot of mess!!",4
318,"I bought this one when I was still pregnant thinking that this was the baby carrier of all baby carriers. Though it works, after awhile I realized just how uncomfortable this must be for their little hips (if using for an extended period of time). I ended up buying an ergo which is the one I now use regularly. However, one perk this does have is forward facing. However, my pediatrician said this is really bad for their hips. I think I'll stick with the ergo.",3
319,"We used this for our twin newborns until about 3 months.. it worked great!Now that they are 7 months old and teething we often put one baby in this pack n play in our bedroom overnight so whichever baby wakes up in the middle of the night won't wake the other twin (normally they're in their own cribs in the same room). Upon doing this, we found it can't be very comfortable because the bottom is a bit thin and there is a bar underneath their back. The bassinets were probably much more comfortable because they didn't have this bar there. I put quilts on the bottom for the time being, but think I may cut an old mattress topper to use instead, just to be more like a mattress.Love that is it oversized- both twins had tummy time in this for a while until they started rolling (about 4 months old).A down side is that with twins, we are now looking at getting another regular size pack n play for travel because they won't both sleep in it at 7 months old.. almost wish we had 2 regular sized ones to begin with.. another down side is that the need specific sheets, which aren't cheap when you have newborns spitting up and having blowouts on them.. we just used a mattress pad (the flat ones, not the fitted kind) then put blankets under the bassinet parts.. changed the blankets when needed and it worked SO much better than a sheet would have. We changed the individual sides by doing this and avoided spending lots of money.Overall, VERY useful for the first few months - but thereafter is seems a bit big and useless unless you travel a lot.",4
320,"I have used this for over 3 years now with 2 kids, it is a perfect sunshade and very very large.  Has worked on 4 different model strollers for me so far.",5
321,"at first, I was so happy with this.However, someone gave me a real cloud b turtle and then I noticed that this looked like an imitation.To make things worse, I discovered another seller at a local market that sells an imitation for half the price of this one.The real cloud b turtle is of good quality.",1
322,"This is an awesome short term night light. It is so neat starting it up and looking at the stars and constellations that it projects into the bedtime night. It has become an integral part of our nighttime routine to start up the turtle.",5
323,"This is the third Cloud night light I purchased for a gift; the other two were for my grandchildren.  The lights are so soft and soothing no matter which color you choose red, blue or green.  It shines stars all over the room (ceiling & walls) depending here you put the  stuffed animal (we usually place it on the floor).  Wish I had this when my children were babies as it's really neat!  Made well and the batteries are securely placed where the children will not access them.HIGHLY recommend this for your children, grandchildren or for a gift.  An excellent gift that will be loved for years to come!  Being that this is the third one I bought, it's obvious I like the product, that's why I gave it 5 stars.",5
324,"We've been using this night light since my 3 year old was a baby. We still love it. The stars and moon are bright enough without being too bright. There's three different colors to choose from--green, blue, and orange (the green and blue are nice and bright, the orange is always very dim and hard to see). We do keep the turtle on the floor, so maybe if it was closer to the ceiling or if the room was super dark, the orange would be easier to see. The turtle stays on for 45 minutes before automatically turning off, so the batteries (3 AAA) last a long time. It's also easy for him to turn it back on--if he's still awake after the 45 minutes. We are very happy with this purchase!",5
325,"I had this on our playpen mattress as was suggested in the reviews but I find it too bulky to put the sheet on as well. Would not get again. The mattress is easy to wipe down so no need for playpens.",2
326,"Fits the crib perfectly. Nice quilting but could be improved making it a little thicker. Overall, we are happy with it.",4
327,"What the?? The existing pack and play mattress is softer than this!!! Ugh! I needed two of these for my twins who were to sleep in pack and plays while on a beach vacation. I understand that babies need to sleep on more firm surfaces but this is ridiculous. Did I get duds? I was hoping for something soft to counteract the hardness of the pack and play mattress pad. I'm sending them right back.  Instead, I folded up some towels and stuck them under the sheet.",1
328,"Exactly what I wanted and described to what I was purchasing!!! Love it. I would recommend this product to everyone.",5
329,"I wanted a mattress pad for my portable crib and this fit perfectly.  I have washed it and dried it, and it still fits fine,  with no shrinkage.  It is a basic crib mattress that fits well and has lasted through multiple wash and dry cycles.",5
330,"Nice, soft texture. Definitely thicker than the bargain version but still not what I'd call luxurious. Worth the price. And I like the shade of grey - dark enough that it doesn't look like it's just dirty white but not true charcoal.",4
331,"This thing actually fits her mattress. I've struggled for nearly 2 years trying to put the sheets on her mattress over top the mattress protector, even ripping holes in several of the corners because the sheets simply do not fit. I understand they are supposed to be snug, but good grief. This sheet is WONDERFUL. It's pretty soft, and fits with those fantastic &#34;deep pockets&#34;. No more frustrating bed linen days!",5
332,"After washing this once the fit is not great in relation to a standard mattress. It's almost like it shrunk.",2
333,"These sheets appear to be nice, quality, crisp percale sheets so as that was as expected. However, the color was much darker than the photos. The color is more of a turquoise than the light aqua image on Amazon.",4
334,"This is a pretty good sheet. It looks good, but it is a tad loose for my taste. The looseness is unattractive and makes the pattern kind of sag. It does not seem to be loose enough to cause any difficulties for baby to me though.",4
335,"My baby girl was 3 weeks early and came home at 5 lbs. It was March and FREEZING outside. All of the clothes I had ready for her were too big, including a lot of the newborn stuff :-( She was so swallowed up by stuff that I had to purchase some smaller items as I was worried all the extra fabric was going to choke/suffocate her. This swaddle was wonderful! Warm and cozy, it made her the most perfect little burrito. You can do arms in or out!!  The fleece was soft and the zipper and velcro were very good quality. The length is extra long, as with all Halo products, to give extra room for stretching out little legs. And it fit her perfectly. No more worries about a lot of extra fabric getting in her face. She outgrew them quickly Thank God but they were a lifesaver.",5
336,"They are snug, keep baby in and don't stretch over time. The plain cotton ones are a waste of money cuz they are so thin, the baby fights it's way out and they stretch out after washes. Couldn't use the cotton at all. BUY THE FLANNEL ONES LIKE THIS INSTEAD. The halo flannels are incredible and would recommend those as number one choice for swaddled.",5
337,"This was one of the many 'sacks' I tried to get my newborn sleep through the night. This one in particular is a bit too thick and too warm. Did not really like it and the baby slept in it one night. :(",3
338,"In my Jeep, which does NOT have detachable headrests in the back. Makes attaching most mirrors very difficult. This one works great.",5
339,"Great mirror! Stays put and doesn't need to be constantly adjusted. Bought another one before this one and we needed to constantly adjust it as it would move every ride.",5
340,"This works great in my husbands car, all the other ones wouldn't fit right or you couldn't see the baby. This one is very flexible and easy to install.",5
341,"I'm glad I bought this - a mirror to see my LO. I (knock on wood) haven't had any issues with it. Don't have other brands to compare it to, but it gets the job done.",3
342,"this is bigger than i thought but thats a great thing cus i can see my baby so much better than those small mirrors n i can attach it anyway i want in any car which is even better.",5
343,"I really like these blocks.  I bought them both as an eventual toy for as yet unborn child, but also to use as nursery decor in the meantime.  The design of the blocks is really great, colors are vibrant, designs are clear.  The packaging was very nice, it would make a really wonderful gift.  I really like knowing these were made in the USA and are completely non-toxic.",5
344,"We were looking for old fashioned alphabet blocks with letters and numbers on them. These are perfect. Exactly what we had hoped for.",5
345,"These are beautiful blocks: they are colorful, with interesting detail.  Each six-sided block has four letters (two of which are embossed, two of which are flat), one number, and one animal (with a picture of the animal and a description underneath the animal stating what the animal is).Our son has immensely enjoyed playing with these blocks.  He enjoys stacking them up, knocking them down, and clacking them together.  The blocks make a fantastic sound when clacked together.  We've also successfully been able to get his attention or turn his sour mood into a good mood by clacking the blocks together a few times.The fact that our son enjoys playing with these blocks is really just a bonus: in reality, we initially bought these blocks only to take ""documentary"" photos of him every month (e.g. stacking up the blocks to say ""THREE MONTHS"").  These blocks have been a cornerstone to these monthly photographs--in particular, the embossed letters really add a lot to the pictures and make everything look great.  We wanted to do something more than just writing his age on paper, but we aren't crafty enough to do some of the really cool ways people do monthly photos that you can find on Pinterest or other craft sites.  We've seen the cool pictures of the ""age blocks"" (the three blocks--one giant block that says MONTHS and sits on the bottom of two smaller blocks that have the different numbers you can rotate for the months), but those are more expensive and single-purpose, whereas these blocks have allowed our son countless hours of playtime outside of his monthly photos.We've discovered only a small downside to these blocks.  As our son is fond of gnawing on most everything, I wasn't surprised to find him gnawing on one of these blocks a few weeks ago.  However, I was surprised to find that after just 15-20 seconds of his gnawing on the block, the embossed border on the side of the block was already splintered off.  In other words, the wood is pretty soft.  I don't feel that it's fair to remove stars for this, because this product is intended for ages two and up, so just be aware of this if your child is ""orally fixated"" like ours is.  Now that we know this about these blocks, our son's chewing experience with the block was his first and last time.In sum, these are beautiful blocks that have added much joy to our son's play time and have added a lot to our monthly photos of our son.  We are really happy with our purchase of these, even if they require additional supervision.",5
346,"Received it today and put it to use right away. Purchase mainly for when we are out and about or at someone's house who doesn't have a little kid potty. My daughter is two and has being doing great potty training except that she only wants to use the small potty and only for number one. I bought her a cushioned insert for the grown up potty and she still refused to use it. I took her to friend's house yesterday who doesn't have an insert or kid potty and since she really wanted pipi in the potty she was forced to let me hold her. Guess she didn't like that or find it fun. Lol as soon as I showed her this, she wanted to use the big girl potty. She has been using it all afternoon as a matter of fact. It is designed to go all the way in the front of the seat so be mindful of that. I've reAd a lot of the reviews and it seems like people aren't using it right so hey give it a negative review. It does bend in a little but I guess it needs flexibility for comfort purposes. Doesn't seem flimsy at all. Pinching?? What pinching? Again, maybe people are misusing it. Seems pretty safe to me. No accidents yet. I really think people are using it backwards. It took me two tries to figure it out so maybe that's their problem. Only problem I have it that it is advertised as having self sealing carrying bag?  Mine didn't come with that. However , it cam in a ziplock bag so maybe they should change the wording, otherwise it is false advertising and I was very disappointed about that.",4
347,"Never used this outside the house.  Partly because when we potty trained, I was so excited to get rid of the diaper bag that I didn't want to lug this thing around.  When we tried it at home, we didn't have any major issues, but our daughter just didn't like it.  It didn't seem terribly unstable, and does have little lips to keep it generally in place as long as the kid isn't dancing around on the toilet.",2
348,"This seat is great for my 2 and 4 year olds, but it is necessary to lift them on and off of the seat.  When they try to climb on it alone, they sometimes fold in the seat.  This seat has been a lifesaver at port-a-potties!",4
349,"I had a traditional baby tub for our first baby, but we got rid of it and needed a new way to bathe our second. Now that we live in a different house with no bathroom storage, I thought this was the answer. It's not that great. It's just awkward all around. It's awkward and uncomfortable sitting it in the big tub while I hunch over trying to keep one hand on my daughter and wash her with the other hand--it's not hands-free! I KNOW you should never leave a baby in a tub, but it would be really nice to be able to take hands off her for a second to, say, push sleeves up or change positions. No can do.It's awkward for the baby too. It barely fits in our kitchen sink, so I have used it there with less back strain, but baby got too big and easily moves the whole bath seat around when she kicks. It is hard to wash all of her in this thing, as her whole tummy is completely out of the water, OR the water is so deep that it comes up to her face. There is no in-between. Also, the part that keeps baby in is the crotch thing in the middle, which is not comfortable on a baby girl (or any baby!) to have bumping her crotch every time she moves and kicks, which is basically continually.Lastly, it's awkward to store. It's really not completely small--you figure any tub MUST be big enough to accommodate a baby human, so it has to be at least as big. So it takes up relatively the same amount of room as any other tub. I have it hanging by a hook from my bathroom shelf. And it is huge, and if a male has to pee in my bathroom, his face is pretty much right in this thing. I wish I had gotten another typical baby tub. BUT it is only twelve bucks, so there's that.",3
350,"Our baby found this seat very uncomfortable and cried whenever bathed. We were also disappointed to find that it does not fit in any of our sinks.",2
351,"Good quality, my husband loves it and wants a second for another bathroom. My son uses it, and even as he gets old enough to really start potty training its holding up great.",5
352,"Comes in handy when you are on the go. Heats up quickly and warms bottle in minutes. Will purchase more.",4
353,"I used these everyday while pumping.  It's just easier then going to the work kitchen, while talking with co-workers about how hard they partied and meantime you are cleaning your pump parts.  Avoid the akwardness and get these.",5
354,"This wipes are so convenient.  They are a requirement in my pump bag for when I am at work. I use the Madela soap at home and love it too.",5
355,"I pump at work during the day and when I have to go out of the office for meetings. These wipes have been a lifesaver!  I am able to wipe down my flanges without having to leave my office and cart breastpump stuff everywhere.  I have also used these when at offsite meetings and had to pump where there was no running water. These are a must-have if you pump. Just keep a pack in your pumping bag. You never know when you might need them!",5
356,"I take these in my pump bag wherever we go.  Just remember to wipe the parts directly after pumping because it takes 10 minutes to dry before you can use the parts again.",4
357,"I use these when I have to pump somewhere without running water.  They clean well, though I haven't found a way to get the valve inside very clean, and can't clean the inside of the plastic part where the milk comes.  But they keep the parts clean thru at least 3 pumps, and I can wash with soap and water when I get home.  Glad they exist.",5
358,"The wife always has these on hand to make sure that her pumping bits are clean when on the go.",4
359,"These are great to use if you are pumping, especially if you aren't near a sink to clean pump parts.  Great to carry with you if you are pumping at work or traveling.  Con:  Pricey",4
360,"I think this jumper will work better when my child is bigger, but it is not designed for babies. The bottom/seat is too wide, so my daughter's legs were losing circulation and turning purple after a short time. The bar that gives the seat shape is well padded in the front but not the back, which makes it uncomfortable/dangerous.",2
361,"They absorb fountains of formula (I have reflux babies) and have saved many outfits and my carpet! Worked so good I bought another set!",5
362,"These bibs are fairly cheap. I got these when my daughter was in daycare and they needed zillions of bibs all the time. The price is nice for the quantity, but the quality isn't that great. They are pretty thin, and after some washings become slightly discolored.",3
363,"So my daughter has severe reflux and after trying many brands of bibs these has been the best ones. They are absorbent and my daughter throws up huge amount and I have found these bibs hold up the best.  Now on top of reflux she is drooling and it holds up. I own 80 of these bibs (read severe reflux) and I go through them in a week before having to do laundry. Speaking of laundry, I have washed them so many times and the Velcro holds up. Make sure you snap the Velcro close before putting them for a wash or dry because the Velcro is strong enough to snag other clothes and I read if you don't snap bib Velcro close before washing and drying they get ruined. So far with as much washing they have gone through (with the Velcro being closed) the absorbency and Velcro still works just as the 1st time.",5
364,"Love these and the colors are vibrant. It does keep the moisture/dampness from my baby's clothes, however, the lining at the top of the bib does get wet. I don't mind too much because it is not too much wet area to bother my little one. Washed it several times in washing machine adn dried in the dryer with velcro closed/attached. So far, velcro has not worn down.",5
365,"These are great and soak up any drool without it soaking through to the baby's clothes. They also last, so I'm sure they will be able to be used for the next couple kids too.",5
366,"These bibs are bright and colorful.  There waterproof features make them a handy way to keep a drooling baby's cloths relatively dry.  But for eating I would recommend the &#34;Bumkins 3 Pack Waterproof SuperBib&#34; (Ours is the Cat In The Hat design); they're easy to clean and the catch all pouch across the bottom is a mess-saver.",4
367,"All my girls have reflux and this bib catches fountains of formula without leaking or getting on any clothing! They are awesome and saved a ton of outfits and my carpet!",5
368,"These are the only bibs I have found that keep my drool monster dry! Only once has it ever leaked through and that was after dumping a full sippy of water on himself. Considering how messy this kid is I would say they hold up well!",5
369,"Love these, ordered them after I bought the Green Sprouts Waterproof Burp Cloths. They are wonderful. Perfect size for my small baby (he's only about 4 months now), but as he gets older might need a bigger burp cloth",5
370,"I bought 30 of these bibs because my child is a spitter. They are more effective than more expensive bibs. I like the velco backing. We started using them when my child was about a month old and they still fit a few months later. They hold up well in the wash.",4
371,"They're great, do exactly what a bib should do. The Velcro is strong  and the liner keeps my child dry no matter what he throws at it. If you are looking for a great baby shower gift that will actually work, buy these.",5
372,"You don't see that too often!  These are great stackers. We have a few varieties of them but these are our favorite. They are pretty sturdy.",5
373,"Nice idea, great product. I didn't really used it much since the babybjorn didn't look as stylish with it, but that is just preferrence.",5
374,"I purchased these to use with an older model of the Baby Bjorn original carrier so that it would cover some tiny stains that were left behind by the previous owner.  They did just that! Plus the price on Amazon is much less than the price any where else - plus you get 2 where every where else you get one.  Only warning - when you open them - don't be wearing black - they leave a ton of lint before you wash them.",5
375,"Once my son was big enough to sit at the table, I bought this.  We are a simple family and so the less equipment, the better.  It fits very securely to chairs - there is no wobbliness to it AT ALL. I know most people buy this and leave it in their car to take places plus they have a different permanent booster seat in their dining room.  But I wanted to hit two birds with one stone, so I bought this for full-time use in my dining room AND for travel.  Whether we go to the Grandparents' house or a friend's for dinner, we bring it.  I also packed it in our suitcase when we took an airplane to visit the other Grandparents. The booster easily unhooks underneath the chair and in the back and then folds up like a camping chair.  Cleaning: You can wipe it down with a wet dish cloth, or shake the food crumbs out of it outside, or on the dining floor then sweep it.  There is a thin, removable washable cover as well.  This is the perfect simple versatile booster we needed at home and yet also when we travel.  My son started using this when he was 2 years old and he is 3-1/2 now and it still fits just fine (He's 34 pounds).  I think he will be in it until he is at least 4 yrs old because there is plenty of room (a good 2&#34; on each side of his butt).  Also, he seems comfortable in it. :)",5
376,"We have two of these for my car with leather seats.  Our 2 year old is quite messy in the back seat and this makes cleanup so much easier!",5
377,"After trying soooo many other types of baby carriers, my son fought them all.  I snagged this cheap at the thrift store and though &#34;hey, maybe just for putzing around the house.&#34;  Nope.  The moment I dropped my son into this, he just relaxed and LOVED it.  It was very intuitive to adjust and super comfy, as long as I widen the strap on the shoulder.  It's also very light and thin, but secure, so I don't get overly hot in it.  There is a nice bit of padding where it counts, legs and shoulders, but nothing extra.  I've since gotten one (different brands) without padding and one with super thick padding.  The super padded one is more comfy, but it's also bulky, hot, and impossible to adjust easily, so I always go back to his one.The simple on/off and lovely pattern is a bonus!  I wear it to the grocery store, doc visits, and family gatherings, and I can just pop him in and out easily.  It doesn't have to be set aside, I just keep it on, and I'm not big on accessories, so that's how comfy it is.  My boy also likes to arch his back, which can make him difficult to carry, but this carrier naturally discourages the movement, and can be tightened enough to prevent it.I'm not crazy about the rings.  They are small, metal, and can dig in if I don't adjust him/it just right.  My two other slings have bigger, thicker, plastic rings.  However, I thoroughly disagree with one poster who called it a safety issue.  My 20 pound kid isn't going to snap a metal ring!This sling can also can become hard on the shoulder after about an hour, so for longer excursions, I was able (using this) to transition my boy into a mai tai.  I don't like the MT for most things, it's too hot, confining and hard to pop him in/out, but once my boy figured out how to be carried in the sling, he doesn't mind being stuffed in the mai tai for longer days.",5
378,"I had a moby and a maya before I ordered this one. The Lite-on-shoulder fit to my body better, and was light weight and easy to slide through the rings. Which made it a quick slip to put baby in and do any adjusting. It is comfortable to wear for a long time and doesn't get hot! I LOVE that the end is stitched nicely so you can literally thread it while holding your baby on your hip. There is no &#34;set up&#34; ritual. You just throw it on and go!",5
379,"I love this sling. My husband and I used a wrap carrier when our daughter was tiny, and he tends to use a structured carrier when he wears her. She's fine with that, but if I use the structure carrier she gets really cranky and cries. I think it's because she wants to nurse and she's shoved into my chest. This sling is fantastic because I can wear her on my hip or even tummy to tummy without her getting cranky. The padded rails are awesome because her little legs aren't dented too badly after wear, and the padded shoulder feels great. My daughter is still only 15 lbs, but it's incredibly comfy to wear her in this sling. I think I'll start baby-wearing more often because this sling is a great fit for us.",5
380,"Overall I am pleased with this product.  I like that the mat is easy to wipe off after use or if there is a mess.  I also like that I can just grab this and go into a bathroom and change my kid.One thing that I found is to leave the wipe container at home.  I have chosen to use the go wipes in the disposable packs instead.  I take one with about half left and place it into the mesh pockets.To use this product I take in my wipes a few diapers and a shirt.  It all rolls up into the mat without the plastic wipe container.  I did forget a shirt once and my. Baby had a blow out and we had a problem:) she just went to the car in only her diaper.Overall worth the money and very useful!  I will be giving This as a shower gift from now on!",4
381,"Very useful, convenient, and has a pretty pattern. It could use a strap of some sort to hold the entire thing shut. Velcro is not great.",4
382,"I would recommend every new mom get this.  It makes tummy time much more interesting for the baby, and I also put him on his back on the water mat, too.  So great to diversify tummy time.",5
383,"This was a bit of a pain to fill, but the real issue was that it broke after a few days.  There was a hole somewhere in the outer lining, so it didn't hold the air.  Too bad, becaue it's a cool concept.",1
384,"Pros:The nipple brush works great and it's nice that there is a suction cup on the bottom of the bottle so it can be stood up to dry.Cons:The bristles on this bottle brush are very hard so it's a huge mess when trying to scrub bottles. Soap/water gets sprayed all over when trying to remove the brush from a bottle. VERY annoying. Also since the tip is all stiff bristles I don't feel the botte gets as clean. I prefer the bottle brush that has a sponge on top - it just seems to clean better.Note:I wouldn't buy this brush again but if you choose to; I suggest you use a little dish underneath to catch all the run-off, Otherwise you'll have a little puddle on your counter each time you use it.",2
385,"This is the perfect pad for many uses and not just babies. Although I wish I had it when my kids were little since it is so multi-purpose.It is a great size, not too big, not too small. You can use it as a changing pad, a play pad or for those times that you want to take your baby's diaper off and let things air out but you don't want an accident to mark your bed or floor.There are many other uses beyond babies. If you've ever had surgery and you've had to sit on or lay a body part on one of those plastic, absorbent blue pads, you know how horrible they are at sticking to you. This is a great alternative. For those times that you may have 'leakage' during your period or seepage from anything, this is just right (although if you roll around a lot it may bunch up) but it is certainly good for a chair seat. It is great for an older person who is having trouble with leakage, especially for their furniture or vehicle seat.It washes up nicely and seems to be thick enough to hold a lot of moisture. But it is really soft as well.I was provided a sample for testing and review.",5
